date,BadWeather,Average,3DayAverage,7DayAverage,High,Low
20110416,4,8.9,10.3666666666667,10.95,12.80000000000000,5
20110417,3,13.05,11.5666666666667,11.6214285714286,16.10000000000000,10.00000000000000
20110418,0,12.75,11.9333333333333,11.1785714285714,17.20000000000000,8.3
20110419,3,10,11.8333333333333,10.9428571428571,11.70000000000000,8.3
20110420,3,12.75,11.4666666666667,11.2571428571429,18.30000000000000,7.2
20110421,0,11.65,10.6333333333333,12.1714285714286,17.20000000000000,6.1
20110422,0,7.5,10.0833333333333,13.0071428571429,10.60000000000000,4.4
20110423,4,11.1,12.6833333333333,14.4714285714286,16.10000000000000,6.1
20110424,3,19.45,16.3833333333333,15.5071428571429,26.70000000000000,12.20000000000000
20110425,3,18.6,19.4333333333333,16.5785714285714,23.90000000000000,13.30000000000000
20110426,3,20.25,19.6166666666667,17.85,28.30000000000000,12.20000000000000
20110427,1,20,19.8,18.3642857142857,23.90000000000000,16.10000000000000
20110428,3,19.15,18.5166666666667,17.7714285714286,22.20000000000000,16.10000000000000
20110429,0,16.4,16.75,17.0571428571429,20.60000000000000,12.20000000000000
20110430,0,14.7,15.4666666666667,16.7857142857143,19.40000000000000,10.00000000000000
20110501,0,15.3,14.5333333333333,15.7571428571429,20.60000000000000,10.00000000000000
20110502,0,13.6,15.75,14.8857142857143,17.20000000000000,10.00000000000000
20110503,0,18.35,14.9166666666667,14.8428571428571,23.90000000000000,12.80000000000000
20110504,3,12.8,14.7333333333333,15.2428571428571,17.80000000000000,7.8
20110505,0,13.05,13.9833333333333,15.5142857142857,18.30000000000000,7.8
20110506,0,16.1,15.55,15.9928571428571,22.20000000000000,10.00000000000000
20110507,0,17.5,16.9333333333333,15.9142857142857,22.20000000000000,12.80000000000000
20110508,0,17.2,17.2166666666667,16.4285714285714,23.30000000000000,11.10000000000000
20110509,0,16.95,17.3166666666667,17.0214285714286,21.70000000000000,12.20000000000000
20110510,0,17.8,17.05,16.9,23.90000000000000,11.70000000000000
20110511,0,16.4,17.1333333333333,16.6642857142857,21.70000000000000,11.10000000000000
20110512,0,17.2,16.2833333333333,16.7071428571429,23.30000000000000,11.10000000000000
20110513,0,15.25,16.1,16.3142857142857,19.40000000000000,11.10000000000000
20110514,0,15.85,16.2,15.6785714285714,17.80000000000000,13.90000000000000
20110515,5,17.5,15.85,15.5928571428571,20.60000000000000,14.40000000000000
20110516,3,14.2,15.0166666666667,15.9571428571429,16.70000000000000,11.70000000000000
20110517,3,13.35,14.45,16.0428571428571,15.60000000000000,11.10000000000000
20110518,4,15.8,16.3,16.5214285714286,19.40000000000000,12.20000000000000
20110519,3,19.75,17.1333333333333,15.9214285714286,23.90000000000000,15.60000000000000
20110520,4,15.85,18.2666666666667,16.1928571428571,17.80000000000000,13.90000000000000
20110521,3,19.2,16.1166666666667,17.5785714285714,25.60000000000000,12.80000000000000
20110522,2,13.3,16.2,18.6928571428571,14.40000000000000,12.20000000000000
20110523,3,16.1,17.4833333333333,18.9714285714286,19.40000000000000,12.80000000000000
20110524,3,23.05,20.9166666666667,20.0357142857143,27.20000000000000,18.90000000000000
20110525,0,23.6,22.7833333333333,20.7428571428571,28.90000000000000,18.30000000000000
20110526,3,21.7,22.8666666666667,22.2142857142857,25.60000000000000,17.80000000000000
20110527,3,23.3,23.05,23.5642857142857,28.30000000000000,18.30000000000000
20110528,1,24.15,23.6833333333333,24.0071428571429,28.90000000000000,19.40000000000000
20110529,3,23.6,24.4333333333333,24.4071428571429,27.80000000000000,19.40000000000000
20110530,3,25.55,25.1,24.4071428571429,30.00000000000000,21.10000000000000
20110531,3,26.15,26.0333333333333,23.8142857142857,31.70000000000000,20.60000000000000
20110601,3,26.4,24.75,23.1428571428571,32.20000000000000,20.60000000000000
20110602,0,21.7,22.4166666666667,22.2285714285714,26.70000000000000,16.70000000000000
20110603,0,19.15,20.1,21.6357142857143,24.40000000000000,13.90000000000000
20110604,1,19.45,18.6,21.4357142857143,23.90000000000000,15.00000000000000
20110605,0,17.2,19.35,21.75,21.10000000000000,13.30000000000000
20110606,0,21.4,21.1166666666667,22.6214285714286,27.20000000000000,15.60000000000000
20110607,1,24.75,24.9166666666667,23.5785714285714,30.60000000000000,18.90000000000000
20110608,1,28.6,27.05,23.4571428571429,34.40000000000000,22.80000000000000
20110609,4,27.8,27.4166666666667,23.6928571428571,35.00000000000000,20.60000000000000
20110610,3,25.85,24.0833333333333,23.3785714285714,30.60000000000000,21.10000000000000
20110611,4,18.6,21.1,22.4571428571429,22.20000000000000,15.00000000000000
20110612,3,18.85,18.8833333333333,21.3428571428571,23.30000000000000,14.40000000000000
20110613,3,19.2,18.7833333333333,20.6285714285714,22.80000000000000,15.60000000000000
20110614,3,18.3,19.4333333333333,19.95,22.20000000000000,14.40000000000000
20110615,0,20.8,20.6333333333333,20.5857142857143,28.30000000000000,13.30000000000000
20110616,0,22.8,21.5666666666667,21.3857142857143,28.90000000000000,16.70000000000000
20110617,4,21.1,22.3166666666667,21.9714285714286,24.40000000000000,17.80000000000000
20110618,3,23.05,22.8666666666667,22.85,28.30000000000000,17.80000000000000
20110619,0,24.45,23.6,23.3357142857143,28.30000000000000,20.60000000000000
20110620,0,23.3,24.0666666666667,22.9785714285714,27.20000000000000,19.40000000000000
20110621,0,24.45,23.9833333333333,22.7785714285714,27.80000000000000,21.10000000000000
20110622,5,24.2,22.9833333333333,22.6642857142857,26.70000000000000,21.70000000000000
20110623,3,20.3,21.4,22.3857142857143,21.70000000000000,18.90000000000000
20110624,3,19.7,20.75,22.3928571428571,21.10000000000000,18.30000000000000
20110625,3,22.25,21.4833333333333,22.5071428571429,26.70000000000000,17.80000000000000
20110626,0,22.5,22.7,22.5071428571429,26.10000000000000,18.90000000000000
20110627,0,23.35,23.7,22.9,27.80000000000000,18.90000000000000
20110628,3,25.25,24.2666666666667,23.3357142857143,28.30000000000000,22.20000000000000
20110629,3,24.2,24.1666666666667,23.7285714285714,27.80000000000000,20.60000000000000
20110630,0,23.05,23.3333333333333,23.65,27.80000000000000,18.30000000000000
20110701,0,22.75,23.6,23.9642857142857,28.30000000000000,17.20000000000000
20110702,0,25,23.2333333333333,24.05,30.00000000000000,20.00000000000000
20110703,5,21.95,24.1666666666667,24.4857142857143,23.30000000000000,20.60000000000000
20110704,3,25.55,24.45,25.2357142857143,30.00000000000000,21.10000000000000
20110705,0,25.85,26.2166666666667,25.5142857142857,30.60000000000000,21.10000000000000
20110706,2,27.25,27.1333333333333,25.55,31.70000000000000,22.80000000000000
20110707,1,28.3,26.75,25.9857142857143,33.30000000000000,23.30000000000000
20110708,4,24.7,26.0833333333333,26.3428571428571,29.40000000000000,20.00000000000000
20110709,2,25.25,24.9833333333333,26.9,31.10000000000000,19.40000000000000
20110710,0,25,26.1,26.6214285714286,30.00000000000000,20.00000000000000
20110711,0,28.05,27.6,25.9142857142857,32.80000000000000,23.30000000000000
20110712,0,29.75,27.7,25.9214285714286,33.90000000000000,25.60000000000000
20110713,4,25.3,26.1333333333333,26.1214285714286,30.00000000000000,20.60000000000000
20110714,0,23.35,24.4666666666667,26.4785714285714,28.90000000000000,17.80000000000000
20110715,0,24.75,24.9166666666667,26.6785714285714,30.60000000000000,18.90000000000000
20110716,0,26.65,26.3,26.5928571428571,32.20000000000000,21.10000000000000
20110717,0,27.5,27.8666666666667,26.95,32.80000000000000,22.20000000000000
20110718,4,29.45,28.7,27.9,35.00000000000000,23.90000000000000
20110719,3,29.15,28.8,29.2857142857143,34.40000000000000,23.90000000000000
20110720,3,27.8,28.9833333333333,30.2,31.70000000000000,23.90000000000000
20110721,3,30,30.75,30.4428571428571,36.10000000000000,23.90000000000000
20110722,1,34.45,32.5,29.5714285714286,40.00000000000000,28.90000000000000
20110723,0,33.05,32.2333333333333,29.1785714285714,37.80000000000000,28.30000000000000
20110724,4,29.2,28.5333333333333,28.7,32.80000000000000,25.60000000000000
20110725,3,23.35,26.3166666666667,28.15,26.70000000000000,20.00000000000000
20110726,4,26.4,24.7333333333333,26.8428571428571,32.20000000000000,20.60000000000000
20110727,0,24.45,25.6666666666667,26.1285714285714,28.90000000000000,20.00000000000000
20110728,0,26.15,25.3,25.85,30.60000000000000,21.70000000000000
20110729,5,25.3,26.5,26.5214285714286,28.90000000000000,21.70000000000000
20110730,1,28.05,26.8666666666667,26.7214285714286,32.80000000000000,23.30000000000000
20110731,0,27.25,27.7833333333333,26.8357142857143,32.80000000000000,21.70000000000000
20110801,2,28.05,27.7,26.55,34.40000000000000,21.70000000000000
20110802,1,27.8,27.0333333333333,26.5857142857143,32.80000000000000,22.80000000000000
20110803,3,25.25,25.7333333333333,26.2642857142857,31.10000000000000,19.40000000000000
20110804,2,24.15,24.9833333333333,26.2642857142857,28.90000000000000,19.40000000000000
20110805,0,25.55,25.1666666666667,26.2214285714286,30.00000000000000,21.10000000000000
20110806,3,25.8,26.2,25.8214285714286,29.40000000000000,22.20000000000000
20110807,4,27.25,26.9333333333333,25.8642857142857,31.70000000000000,22.80000000000000
20110808,1,27.75,26.6666666666667,25.8714285714286,32.20000000000000,23.30000000000000
20110809,4,25,26.1,25.5571428571429,28.30000000000000,21.70000000000000
20110810,0,25.55,24.9166666666667,25.4428571428571,30.00000000000000,21.10000000000000
20110811,0,24.2,24.3666666666667,24.5214285714286,27.80000000000000,20.60000000000000
20110812,0,23.35,24.1833333333333,23.7714285714286,28.90000000000000,17.80000000000000
20110813,1,25,23.05,23.3357142857143,29.40000000000000,20.60000000000000
20110814,4,20.8,22.7666666666667,23.1785714285714,22.20000000000000,19.40000000000000
20110815,4,22.5,21.75,23.1285714285714,25.00000000000000,20.00000000000000
20110816,3,21.95,22.9666666666667,23.1642857142857,25.60000000000000,18.30000000000000
20110817,0,24.45,23.4166666666667,22.9642857142857,30.00000000000000,18.90000000000000
20110818,3,23.85,23.9666666666667,23.5642857142857,28.30000000000000,19.40000000000000
20110819,5,23.6,23.6833333333333,23.4428571428571,28.90000000000000,18.30000000000000
20110820,3,23.6,24.0666666666667,23.3214285714286,29.40000000000000,17.80000000000000
20110821,4,25,23.4166666666667,23.1214285714286,28.90000000000000,21.10000000000000
20110822,2,21.65,22.5833333333333,23.1285714285714,25.00000000000000,18.30000000000000
20110823,0,21.1,21.9333333333333,23.3285714285714,26.10000000000000,16.10000000000000
20110824,0,23.05,22.6833333333333,23.3357142857143,26.70000000000000,19.40000000000000
20110825,4,23.9,23.9833333333333,22.7785714285714,25.60000000000000,22.20000000000000
20110826,3,25,24.1833333333333,22.5428571428571,28.30000000000000,21.70000000000000
20110827,4,23.65,23.25,22.6642857142857,25.60000000000000,21.70000000000000
20110828,3,21.1,21.5833333333333,22.7,23.90000000000000,18.30000000000000
20110829,0,20,21.0166666666667,22.6571428571429,25.00000000000000,15.00000000000000
20110830,0,21.95,21.75,22.2214285714286,27.80000000000000,16.10000000000000
20110831,0,23.3,22.95,22.2142857142857,29.40000000000000,17.20000000000000
20110901,0,23.6,22.95,22.9285714285714,28.30000000000000,18.90000000000000
20110902,0,21.95,23.05,23.6,25.60000000000000,18.30000000000000
20110903,0,23.6,23.8833333333333,23.2857142857143,28.30000000000000,18.90000000000000
20110904,1,26.1,24.8,22.5785714285714,30.00000000000000,22.20000000000000
20110905,1,24.7,23.5166666666667,22.3,27.20000000000000,22.20000000000000
20110906,3,19.75,20.9333333333333,22.6142857142857,23.90000000000000,15.60000000000000
20110907,3,18.35,19.9166666666667,22.5785714285714,20.00000000000000,16.70000000000000
20110908,3,21.65,21.3833333333333,21.6714285714286,26.10000000000000,17.20000000000000
20110909,0,24.15,23.05,21.4,28.90000000000000,19.40000000000000
20110910,1,23.35,22.4166666666667,21.95,26.70000000000000,20.00000000000000
20110911,3,19.75,21.9666666666667,22.9357142857143,21.70000000000000,17.80000000000000
20110912,2,22.8,22.05,22.4214285714286,26.70000000000000,18.90000000000000
20110913,2,23.6,23.8833333333333,21.0357142857143,27.80000000000000,19.40000000000000
20110914,2,25.25,22.3,19.8428571428571,29.40000000000000,21.10000000000000
20110915,4,18.05,19.25,19.2857142857143,24.40000000000000,11.70000000000000
20110916,0,14.45,15.8333333333333,18.25,18.30000000000000,10.60000000000000
20110917,0,15,15.1,17.4571428571429,18.30000000000000,11.70000000000000
20110918,0,15.85,15.4666666666667,16.7071428571429,20.00000000000000,11.70000000000000
20110919,0,15.55,16.4833333333333,17.4642857142857,20.00000000000000,11.10000000000000
20110920,3,18.05,17.8666666666667,18.5,20.00000000000000,16.10000000000000
20110921,4,20,20.4666666666667,19.6071428571429,22.80000000000000,17.20000000000000
20110922,3,23.35,21.6833333333333,20.7571428571429,26.70000000000000,20.00000000000000
20110923,4,21.7,22.6,21.8714285714286,22.80000000000000,20.60000000000000
20110924,2,22.75,22.7833333333333,22.55,24.40000000000000,21.10000000000000
20110925,0,23.9,23.3333333333333,22.7857142857143,26.70000000000000,21.10000000000000
20110926,3,23.35,23.35,22.2285714285714,26.70000000000000,20.00000000000000
20110927,3,22.8,22.6,21.9,25.00000000000000,20.60000000000000
20110928,3,21.65,21.3,20.75,23.30000000000000,20.00000000000000
20110929,4,19.45,20.1666666666667,19.3214285714286,22.80000000000000,16.10000000000000
20110930,3,19.4,17.85,17.65,24.40000000000000,14.40000000000000
20111001,2,14.7,16,16.2928571428571,19.40000000000000,10.00000000000000
20111002,2,13.9,13.4166666666667,15.5857142857143,17.80000000000000,10.00000000000000
20111003,1,11.65,12.95,14.7857142857143,14.40000000000000,8.9
20111004,0,13.3,13.8833333333333,14,17.20000000000000,9.4
20111005,0,16.7,14.6166666666667,14.5571428571429,21.70000000000000,11.70000000000000
20111006,0,13.85,14.8166666666667,15.75,19.40000000000000,8.3
20111007,0,13.9,15.45,17.1785714285714,18.90000000000000,8.9
20111008,0,18.6,18.25,18.1,25.00000000000000,12.20000000000000
20111009,0,22.25,20.8333333333333,17.9714285714286,28.90000000000000,15.60000000000000
20111010,0,21.65,21.2166666666667,18.3714285714286,27.20000000000000,16.10000000000000
20111011,0,19.75,19.0666666666667,18.8857142857143,22.80000000000000,16.70000000000000
20111012,2,15.8,17.4,18.4071428571429,17.20000000000000,14.40000000000000
20111013,3,16.65,16.65,17.45,18.90000000000000,14.40000000000000
20111014,2,17.5,16.4666666666667,16.6571428571429,21.10000000000000,13.90000000000000
20111015,0,15.25,16.1,16.1357142857143,18.30000000000000,12.20000000000000
20111016,0,15.55,15.6333333333333,16.1857142857143,18.90000000000000,12.20000000000000
20111017,1,16.1,15.9166666666667,16.0642857142857,18.30000000000000,13.90000000000000
20111018,1,16.1,16.1166666666667,15.2285714285714,20.00000000000000,12.20000000000000
20111019,2,16.15,16.0166666666667,14.7571428571429,16.70000000000000,15.60000000000000
20111020,2,15.8,14.5333333333333,14.3214285714286,19.40000000000000,12.20000000000000
20111021,0,11.65,13.1333333333333,13.8857142857143,13.30000000000000,10.00000000000000
20111022,0,11.95,12.0333333333333,13.4928571428571,15.60000000000000,8.3
20111023,0,12.5,12.5,13.1357142857143,15.00000000000000,10.00000000000000
20111024,0,13.05,12.9666666666667,12.2642857142857,16.10000000000000,10.00000000000000
20111025,0,13.35,13.35,11.4285714285714,16.70000000000000,10.00000000000000
20111026,0,13.65,12.2333333333333,10.2785714285714,16.70000000000000,10.60000000000000
20111027,2,9.7,9.71666666666667,9.09285714285714,16.10000000000000,3.3
20111028,0,5.8,6.46666666666667,8.26428571428571,9.4,2.2
20111029,4,3.9,4.63333333333333,7.78571428571429,7.2,0.6
20111030,2,4.2,5.11666666666667,7.22857142857143,7.8,0.6
20111031,0,7.25,7.15,7.47142857142857,11.70000000000000,2.8
20111101,0,10,9,7.83571428571428,12.80000000000000,7.2
20111102,0,9.75,10.3833333333333,8.10714285714286,13.90000000000000,5.6
20111103,0,11.4,9.83333333333333,8.61428571428571,15.00000000000000,7.8
20111104,0,8.35,8.51666666666667,9.28571428571429,11.70000000000000,5
20111105,0,5.8,7.3,10.1214285714286,9.4,2.2
20111106,0,7.75,8.5,10.7928571428571,12.20000000000000,3.3
20111107,0,11.95,11.85,11.1428571428571,16.70000000000000,7.2
20111108,0,15.85,14.0833333333333,10.9428571428571,20.00000000000000,11.70000000000000
20111109,2,14.45,14.7166666666667,11.3857142857143,18.30000000000000,10.60000000000000
20111110,3,13.85,11.75,12.0214285714286,19.40000000000000,8.3
20111111,2,6.95,9.9,12.6571428571429,8.9,5
20111112,0,8.9,9.35,12.7285714285714,13.90000000000000,3.9
20111113,0,12.2,12.5,12.5714285714286,16.10000000000000,8.3
20111114,0,16.4,14.9833333333333,11.7428571428571,20.60000000000000,12.20000000000000
20111115,1,16.35,15.3666666666667,11.4642857142857,18.30000000000000,14.40000000000000
20111116,3,13.35,12.5833333333333,11.1857142857143,15.00000000000000,11.70000000000000
20111117,3,8.05,8.8,11.4214285714286,11.70000000000000,4.4
20111118,0,5,6.66666666666667,10.7071428571429,7.8,2.2
20111119,0,6.95,8.6,9.52142857142857,10.60000000000000,3.3
20111120,0,13.85,10.7333333333333,8.72857142857143,18.30000000000000,9.4
20111121,3,11.4,11.1,8.65,15.00000000000000,7.8
20111122,2,8.05,9.08333333333333,9.64285714285714,10.00000000000000,6.1
20111123,3,7.8,7.78333333333333,10.6714285714286,11.70000000000000,3.9
20111124,0,7.5,9.08333333333333,10.5142857142857,12.20000000000000,2.8
20111125,0,11.95,11.2,11.3428571428571,16.10000000000000,7.8
20111126,0,14.15,12.95,12.3,18.30000000000000,10.00000000000000
20111127,0,12.75,14.7,12.4142857142857,17.20000000000000,8.3
20111128,0,17.2,14.9,12.2571428571429,21.10000000000000,13.30000000000000
20111129,3,14.75,13.5166666666667,11.6214285714286,18.90000000000000,10.60000000000000
20111130,1,8.6,9.91666666666667,10.3928571428571,11.10000000000000,6.1
20111201,0,6.4,7.5,9.88571428571429,10.00000000000000,2.8
20111202,0,7.5,6.48333333333333,9.09285714285714,11.10000000000000,3.9
20111203,0,5.55,7.41666666666667,9.12857142857143,8.3,2.8
20111204,0,9.2,8.8,9.49285714285714,12.80000000000000,5.6
20111205,3,11.65,11.95,9.25,15.00000000000000,8.3
20111206,3,15,12.6,9.12857142857143,16.70000000000000,13.30000000000000
20111207,3,11.15,10.2833333333333,8.89285714285714,16.70000000000000,5.6
20111208,3,4.7,7.5,7.73571428571429,7.2,2.2
20111209,0,6.65,5.08333333333333,6.59285714285714,11.10000000000000,2.2
20111210,0,3.9,3.88333333333333,5.04285714285714,7.8,0
20111211,0,1,2.88333333333333,4.32142857142857,3.9,-1.7
20111212,0,3.65,2.96666666666667,5.31428571428571,6.7,0.6
20111213,0,4.15,4.63333333333333,5.79285714285714,8.3,0
20111214,1,6.1,7.3,5.59285714285714,10.00000000000000,2.2
20111215,1,11.65,9.25,4.99285714285714,15.00000000000000,8.3
20111216,0,10,8.05,4.90714285714286,15.00000000000000,5
20111217,0,3,3.13333333333333,5.30714285714286,5.6,-0.6
20111218,0,-3,1,6.02857142857143,-0.6,-5.6
20111219,0,3,2.3,6.02857142857143,8.3,-2.2
20111220,1,6.95,7.05,5.39285714285714,8.9,5
20111221,2,11.15,9.91666666666667,5.07142857142857,16.70000000000000,5.6
20111222,2,11.65,9.45,6.02857142857143,14.40000000000000,8.9
20111223,3,5.55,5.81666666666667,6.34285714285714,9.4,1.7
20111224,0,0,3.13333333333333,6.57857142857143,2.2,-1.7
20111225,0,4,3.03333333333333,5.65714285714286,7.8,-0.6
20111226,0,5.25,5.81666666666667,3.91428571428571,7.2,3.3
20111227,3,8.6,6.18333333333333,4.07857142857143,13.90000000000000,3.3
20111228,0,5,4.25,5.47142857142857,10.00000000000000,-0.6
20111229,0,-1,3.61666666666667,6.10714285714286,3.3,-4.4
20111230,0,6.7,5.38333333333333,6.11428571428571,10.60000000000000,2.8
20111231,1,10,8.25,4.25714285714286,12.20000000000000,7.8
20120101,3,8.05,7.78333333333333,2.62857142857143,11.10000000000000,5
20120102,0,5.3,2.98333333333333,2.82142857142857,10.00000000000000,0.6
20120103,0,-4,-1.93333333333333,2.82142857142857,0.6,-9.4
20120104,0,-7,-3,3.14285714285714,-2.8,-10.60000000000000
20120105,0,1,0.266666666666667,2.59285714285714,4.4,-2.8
20120106,0,6.7,6.58333333333333,2.15,11.70000000000000,1.7
20120107,0,12.25,7.71666666666667,3.41428571428571,16.70000000000000,7.8
20120108,0,4.2,6.21666666666667,5.20714285714286,7.8,0.6
20120109,0,2,3.61666666666667,5.96428571428571,5,-0.6
20120110,1,4.45,4.16666666666667,5.56428571428571,8.3,0.6
20120111,3,5.85,5.46666666666667,3.61428571428571,8.9,2.8
20120112,4,6.1,5.28333333333333,2.14285714285714,7.2,5
20120113,3,4,2.86666666666667,1.35714285714286,10.00000000000000,-2.2
20120114,1,-1,-1,1.71428571428571,0,-2.8
20120115,0,-6,-4,1.43571428571429,-2.8,-9.4
20120116,2,-3,-0.816666666666666,0.285714285714286,2.8,-9.4
20120117,4,6.95,2.51666666666667,-0.428571428571428,11.70000000000000,2.2
20120118,0,4,2.96666666666667,-0.75,12.20000000000000,-4.4
20120119,0,-2,0,-0.357142857142857,2.8,-6.7
20120120,0,-1,-2,1.02857142857143,2.2,-4.4
20120121,4,-4,-3,1.27142857142857,-1.7,-5.6
20120122,0,-3,-0.2,1.35,1.1,-7.8
20120123,4,6.4,3.9,1.98571428571429,11.70000000000000,1.1
20120124,1,8.65,6.5,3.52857142857143,11.70000000000000,5.6
20120125,0,4.45,5.2,4.84285714285714,6.7,2.2
20120126,4,2.5,5.55,5.87857142857143,4.4,0.6
20120127,4,9.7,5.91666666666667,5.35714285714286,15.00000000000000,4.4
20120128,0,5.55,6.38333333333333,5.42857142857143,7.8,3.3
20120129,0,3.9,4.06666666666667,6.62142857142857,6.7,1.1
20120130,0,2.75,5.26666666666667,7.1,4.4,1.1
20120131,0,9.15,8.23333333333333,6.11428571428571,15.00000000000000,3.3
20120201,1,12.8,9.26666666666667,6,16.70000000000000,8.9
20120202,0,5.85,7.15,5.75714285714286,10.00000000000000,1.7
20120203,0,3,4.46666666666667,6.16428571428572,6.7,-1.1
20120204,0,4.75,3.25,5.76428571428571,7.8,1.7
20120205,0,2.2,4.18333333333333,4.12857142857143,4.4,0
20120206,0,5.6,4.71666666666667,3.80714285714286,10.60000000000000,0.6
20120207,0,6.35,4.43333333333333,4,9.4,3.3
20120208,2,1,3.76666666666667,3.55714285714286,3.3,-0.6
20120209,3,4,3.03333333333333,2.76428571428571,7.8,-0.6
20120210,1,4.15,3.13333333333333,2.28571428571429,7.2,1.1
20120211,3,1.65,0.816666666666667,2.12857142857143,3.3,0
20120212,1,-3,0.183333333333333,2.77142857142857,0,-6.7
20120213,0,2,1.38333333333333,2.89285714285714,6.7,-2.2
20120214,1,5.25,4.45,3.37142857142857,8.3,2.2
20120215,3,5.85,5.18333333333333,3.89285714285714,7.8,3.9
20120216,3,4.45,5.93333333333333,4.97142857142857,6.7,2.2
20120217,3,7.5,5.75,5.16428571428571,10.00000000000000,5
20120218,1,5.3,5.66666666666667,4.97142857142857,8.9,1.7
20120219,0,4.2,4.36666666666667,5.56428571428571,6.7,1.7
20120220,0,4,3.9,6.51428571428571,7.8,-0.6
20120221,0,3.9,5.83333333333333,6.15714285714286,7.8,0
20120222,0,10,8.33333333333333,5.95714285714286,13.90000000000000,6.1
20120223,0,11.1,8.7,5.75,14.40000000000000,7.8
20120224,4,5,6.66666666666667,6.46428571428571,7.8,2.2
20120225,1,3.9,3.88333333333333,6.93571428571429,7.2,0.6
20120226,0,3,5.08333333333333,6.14285714285714,7.2,-1.7
20120227,0,8.6,6.18333333333333,5.11428571428571,15.00000000000000,2.2
20120228,0,7.2,6.75,4.84285714285714,10.00000000000000,4.4
20120229,3,4.45,5.18333333333333,5.63571428571429,5.6,3.3
20120301,3,3.9,3.81666666666667,5.91428571428572,5,2.8
20120302,3,3.1,5.48333333333333,5.00714285714286,5.6,0.6
20120303,4,9.45,5.75,4.17857142857143,13.30000000000000,5.6
20120304,0,4.7,5.46666666666667,4.93571428571429,7.2,2.2
20120305,0,2,2.78333333333333,6.76428571428571,6.7,-2.2
20120306,0,1,4.46666666666667,7.79285714285714,6.7,-3.9
20120307,0,9.75,9.28333333333333,6.75714285714286,16.70000000000000,2.8
20120308,0,16.7,12.25,7.39285714285714,21.70000000000000,11.70000000000000
20120309,1,10.3,9.73333333333333,9.21428571428571,17.80000000000000,2.8
20120310,0,2,7.21666666666667,11.55,6.1,-1.7
20120311,0,9.15,8.78333333333333,12.3785714285714,16.10000000000000,2.2
20120312,0,15,13.9666666666667,11.2214285714286,21.70000000000000,8.3
20120313,1,17.75,16.1,10.9428571428571,23.30000000000000,12.20000000000000
20120314,0,15.55,13.9666666666667,12.3357142857143,21.10000000000000,10.00000000000000
20120315,1,8.6,10.8333333333333,12.8571428571429,11.10000000000000,6.1
20120316,3,8.35,9.63333333333333,13.2928571428571,10.60000000000000,6.1
20120317,1,11.95,11.0333333333333,13.3,16.70000000000000,7.2
20120318,2,12.8,14.2666666666667,13.4571428571429,17.80000000000000,7.8
20120319,2,18.05,16.2166666666667,15.0071428571429,23.30000000000000,12.80000000000000
20120320,1,17.8,17.5,16.5857142857143,22.80000000000000,12.80000000000000
20120321,2,16.65,17.9666666666667,16.7785714285714,19.40000000000000,13.90000000000000
20120322,3,19.45,18.5,16.2571428571429,25.60000000000000,13.30000000000000
20120323,0,19.4,17.3833333333333,14.6285714285714,24.40000000000000,14.40000000000000
20120324,2,13.3,13.95,12.7642857142857,18.30000000000000,8.3
20120325,3,9.15,9.7,12.25,11.10000000000000,7.2
20120326,0,6.65,6.85,11.0571428571429,12.20000000000000,1.1
20120327,0,5,8.15,9.59285714285714,10.60000000000000,-1.1
20120328,1,13.05,9.63333333333333,8.36428571428572,19.40000000000000,6.7
20120329,0,11.1,11.1,8.25,16.10000000000000,6.1
20120330,3,9.15,8.31666666666667,8.60714285714286,13.90000000000000,4.4
20120331,3,4.7,7.4,9.51428571428571,6.1,3.3
20120401,3,8.35,7.4,9.67142857142857,11.10000000000000,5.6
20120402,3,9.15,9.53333333333333,9.51428571428571,13.90000000000000,4.4
20120403,0,11.1,11.4666666666667,9.51428571428572,17.80000000000000,4.4
20120404,0,14.15,11.75,10.3071428571429,20.00000000000000,8.3
20120405,0,10,11.1,10.9785714285714,14.40000000000000,5.6
20120406,0,9.15,9.8,11.6142857142857,15.00000000000000,3.3
20120407,0,10.25,10.8166666666667,11.6571428571429,16.10000000000000,4.4
20120408,0,13.05,12.3,10.9071428571429,19.40000000000000,6.7
20120409,0,13.6,12.6833333333333,11.0642857142857,17.80000000000000,9.4
20120410,1,11.4,11.3,11.5,15.60000000000000,7.2
20120411,1,8.9,10.4666666666667,12.3357142857143,11.70000000000000,6.1
20120412,0,11.1,10.7333333333333,13.2857142857143,16.10000000000000,6.1
20120413,0,12.2,13.1333333333333,14.8714285714286,18.30000000000000,6.1
20120414,1,16.1,16,16.2214285714286,22.20000000000000,10.00000000000000
20120415,1,19.7,20.1666666666667,16.8142857142857,25.00000000000000,14.40000000000000
20120416,0,24.7,21.75,17.3285714285714,31.10000000000000,18.30000000000000
20120417,0,20.85,19.5333333333333,18.0071428571429,25.60000000000000,16.10000000000000
20120418,1,13.05,16.2,18.1285714285714,16.70000000000000,9.4
20120419,2,14.7,14.9,16.7428571428571,21.10000000000000,8.3
20120420,2,16.95,16.2,14.4857142857143,21.70000000000000,12.20000000000000
20120421,3,16.95,14.6333333333333,12.9357142857143,21.70000000000000,12.20000000000000
20120422,3,10,11.95,12.7,12.20000000000000,7.8
20120423,3,8.9,9.63333333333333,12.2642857142857,12.20000000000000,5.6
20120424,0,10,10.1,11.15,15.00000000000000,5
20120425,1,11.4,11.0166666666667,10.0785714285714,16.70000000000000,6.1
